Mx4rrCLPHuYRQdaYGdGb966k4g,Live albums,LiveAlbum-CW
Mx4rwQCRppwpEbGdrcN5Y29ycA,Television stations,TelevisionStation
Mx4rvViq7pwpEbGdrcN5Y29ycA,Airlines,AirlineCompany
Mx4rvVi68pwpEbGdrcN5Y29ycA,Judges,Judge
Mx4rjBdVKiTVQdebL5WJE5yY6g,Archaeological sites,ArchaeologicalSite
Mx4rwQ7-8pwpEbGdrcN5Y29ycA,Magazines,MagazineSeries
Mx4rwQB4UJwpEbGdrcN5Y29ycA,Jews,JewishPerson
Mx4rvuXm9JwpEbGdrcN5Y29ycA,Townships,Town
Mx4rwJmRJZwpEbGdrcN5Y29ycA,Presidents,PresidentOfOrganization
Mx4rvViib5wpEbGdrcN5Y29ycA,Accidents,Accident
Mx4rv4ByW5wpEbGdrcN5Y29ycA,Newspapers,NewspaperSeries
Mx4rvViADZwpEbGdrcN5Y29ycA,Events,Event
Mx4rwMcZI5wpEbGdrcN5Y29ycA,Artists,Artist
Mx4rwQB295wpEbGdrcN5Y29ycA,Christians,ChristianPerson
Mx4rvVjHuJwpEbGdrcN5Y29ycA,Arts,ArtObject
Mx4rv8Cq9pwpEbGdrcN5Y29ycA,Agencies,GovernmentAgency
Mx4r90e90DL0QdeWHMF143CJgQ,Human rights,HumanRight
Mx4rvVjfq5wpEbGdrcN5Y29ycA,Wars,War
Mx4rvVj5IZwpEbGdrcN5Y29ycA,Tennis players,TennisPlayer
Mx4rvVj1zpwpEbGdrcN5Y29ycA,American people,UnitedStatesPerson
Mx4rwQrsYZwpEbGdrcN5Y29ycA,Suicides,Suicide
Mx4rwPzRbpwpEbGdrcN5Y29ycA,Cemeteries,Graveyard
Mx4rvVjv75wpEbGdrcN5Y29ycA,Gardens,Garden
Mx4r5lNPkMLgQdeAzr878CoUZw,Animals,NonHumanAnimal
Mx4rvVjzH5wpEbGdrcN5Y29ycA,Basketball players,BasketballPlayer
Mx4rvVjknJwpEbGdrcN5Y29ycA,Libraries,Library-Organization
Mx4rvftqlZwpEbGdrcN5Y29ycA,Poets,Poet
Mx4rwP1YzJwpEbGdrcN5Y29ycA,Disasters,DisasterEvent
Mx4rvYkGtJwpEbGdrcN5Y29ycA,Ballets,BalletDancePerformance
Mx4rvVifNJwpEbGdrcN5Y29ycA,Theatres,Theater-PhysicalStructure
Mx4rvVjiz5wpEbGdrcN5Y29ycA,Singers,Singer
Mx4rwQCZ_pwpEbGdrcN5Y29ycA,Destroyers,Destroyer
Mx4rvm64yZwpEbGdrcN5Y29ycA,Counts,Count-Nobleman
Mx4rvcE-CZwpEbGdrcN5Y29ycA,Festivals,Festival
Mx4rzefuqhraQdiadPWaPbbhRw,Historians,Historian
Mx4rvVjaHZwpEbGdrcN5Y29ycA,Actors,Actor
Mx4rKwZZae89Sbm0AE2mQma37A,Hurlers,Hurler
Mx4rwFAJYpwpEbGdrcN5Y29ycA,Catholics,CatholicPerson
Mx4rvViMW5wpEbGdrcN5Y29ycA,Submarines,Submarine
Mx4rvVjbBJwpEbGdrcN5Y29ycA,Religious organizations,ReligiousOrganization
Mx4rvVi8SJwpEbGdrcN5Y29ycA,Birds,Bird
Mx4rd7-FiskjEdmAAAACs6hRjg,Borders,Borderline
Mx4rvVjblJwpEbGdrcN5Y29ycA,Logos,Logo
Mx4rvViACZwpEbGdrcN5Y29ycA,Regions,GeographicalRegion
Mx4rwQB3sJwpEbGdrcN5Y29ycA,Muslims,MuslimPerson
Mx4rvVj1FJwpEbGdrcN5Y29ycA,Streets,Street-Generic
Mx4rvVjG4ZwpEbGdrcN5Y29ycA,Plants,Plant
Mx8Ngh4rvVipPJwpEbGdrcN5Y29ycB4rwRwbWpwpEbGdrcN5Y29ycA,Activists,"[:FrequentPerformerFn, :Activism]"
Mx4r7vjP4RuaEd2f4ADggVfexA,Cricketers,Cricketer
Mx4rvVjoeJwpEbGdrcN5Y29ycA,Philippines,PhilippinesPerson
Mx4rv0BTRpwpEbGdrcN5Y29ycA,Championships,ChampionshipCompetition
Mx4rvVi08ZwpEbGdrcN5Y29ycA,Translators,Translator
Mx4rwQwtGpwpEbGdrcN5Y29ycA,Landmarks,Landmark
Mx4rvgEGtpwpEbGdrcN5Y29ycA,Castles,Castle
Mx4rvVjntJwpEbGdrcN5Y29ycA,Maps,Map
Mx4rvVjyDJwpEbGdrcN5Y29ycA,Forts,FortTheShelterRegion
Mx4rvxR72JwpEbGdrcN5Y29ycA,Diplomatic missions,DiplomaticMission-ThePost
Mx4rvViolJwpEbGdrcN5Y29ycA,Parishes,LocalReligiousCongregation
Mx4rdi9o3IJLQdeSL_KXawza8g,Telecommunications,TelecommunicationsCompany
Mx4rvVkKUJwpEbGdrcN5Y29ycA,Volcanoes,Volcano
Mx4rvVirgJwpEbGdrcN5Y29ycA,Banks,BankOrganization
Mx4rvoYwuZwpEbGdrcN5Y29ycA,Law firms,LawFirm
Mx4rvVj_SJwpEbGdrcN5Y29ycA,Shopping malls,ShoppingMallBuilding
Mx4rvVjdhJwpEbGdrcN5Y29ycA,Monarchs,Monarch-HeadOfState
Mx4rvVj-ypwpEbGdrcN5Y29ycA,Journalists,Journalist
Mx4rvVjp3ZwpEbGdrcN5Y29ycA,Composers,MusicalComposer
Mx4rwQrrDJwpEbGdrcN5Y29ycA,Crimes,CriminalAct
Mx4rJtdTVoJNQdeOqaFkQvl7dw,Websites,WebSite
Mx4rvVjyg5wpEbGdrcN5Y29ycA,Restaurants,Restaurant-Organization
Mx4rvfblKZwpEbGdrcN5Y29ycA,Natural disasters,NaturalDisaster
Mx4rvVj8V5wpEbGdrcN5Y29ycA,Weapons,Weapon
Mx4rv9AsNpwpEbGdrcN5Y29ycA,Documentary films,DocumentaryFilm
Mx4rvePNfZwpEbGdrcN5Y29ycA,Archbishops,Archbishop
Mx4rvVjHDJwpEbGdrcN5Y29ycA,Skyscrapers,Skyscraper
Mx4rvViXA5wpEbGdrcN5Y29ycA,Boxers,Boxer
Mx4rvVjcrpwpEbGdrcN5Y29ycA,Ethnic groups,PersonTypeByEthnicity
Mx4rvViI6ZwpEbGdrcN5Y29ycA,Short stories,ShortStory
Mx4rvViTZZwpEbGdrcN5Y29ycA,Dams,Dam
Mx4rvVkLXpwpEbGdrcN5Y29ycA,Hockey players,HockeyPlayer
Mx4rvVidtpwpEbGdrcN5Y29ycA,Academics,AcademicProfessional
Mx4rwooJShlEQdicuoWV4yDY4A,Ministries,Ministry
Mx4rv43FT5wpEbGdrcN5Y29ycA,Shipwrecks,Shipwreck
Mx4rvem215wpEbGdrcN5Y29ycA,Prisons,Prison
Mx4rvVisSZwpEbGdrcN5Y29ycA,Painters,Painter-FineArtist
Mx4rvWaAxJwpEbGdrcN5Y29ycA,Trade unions,TradeUnion
Mx4rvVi49pwpEbGdrcN5Y29ycA,Centuries,CalendarCentury
Mx4rvVkI5ZwpEbGdrcN5Y29ycA,Baseball players,BaseballPlayer
Mx4rvVjlL5wpEbGdrcN5Y29ycA,Mountain ranges,MountainRange
Mx4rv0xsZ5wpEbGdrcN5Y29ycA,Given names,HumanGivenName
Mx4rwL5Y-5wpEbGdrcN5Y29ycA,Soundtracks,MovieSoundtrack
Mx4rvVjHfpwpEbGdrcN5Y29ycA,Paintings,Painting-ArtForm
Mx4r8xiK9h5sQdecO7LzXLQRKw,Synagogues,Synagogue-Building
Mx4rvVimKJwpEbGdrcN5Y29ycA,Mammals,Mammal
Mx4rv10QMJwpEbGdrcN5Y29ycA,Princes,Prince
Mx4rvgEDyZwpEbGdrcN5Y29ycA,Roller coasters,RollerCoaster
Mx4rwQBYpZwpEbGdrcN5Y29ycA,Earthquakes,Earthquake
Mx4rvVj_jpwpEbGdrcN5Y29ycA,British people,BritishPerson
Mx4rvViNHpwpEbGdrcN5Y29ycA,Departments,Department
Mx4rwJSZ7ZwpEbGdrcN5Y29ycA,Mosques,Mosque-Building
Mx4rwFE2IZwpEbGdrcN5Y29ycA,Cruisers,Cruiser
Mx4rwM3VupwpEbGdrcN5Y29ycA,Naval battles,SeaBattle
Mx4rwHKvgpwpEbGdrcN5Y29ycA,Fictional characters,FictionalCharacter
Mx4rv9Xu1ZwpEbGdrcN5Y29ycA,Systems,System
Mx4rxn6fmJ4OQrqyUEPDAG7AJQ,Volleyball players,VolleyballPlayer
Mx4rvVi4_pwpEbGdrcN5Y29ycA,Neighborhoods,Neighborhood
Mx4r3lfHEp9UQdedLbKZHHn2tg,History museums,HistoryMuseum-Organization
Mx4rvVjuapwpEbGdrcN5Y29ycA,Philosophers,Philosopher
Mx4reu-K3MU7EduAAADggVbxzQ,Rights,Entitlement
Mx4rvVjLMJwpEbGdrcN5Y29ycA,Lawyers,Lawyer
Mx4rv5VvH5wpEbGdrcN5Y29ycA,Diplomats,Diplomat
Mx4rvVjI6JwpEbGdrcN5Y29ycA,Musical instruments,MusicalInstrument
Mx4rvVjPdZwpEbGdrcN5Y29ycA,Trees,Tree-ThePlant
Mx4rCX1yJHS-EdaAAACgyZzFrg,Generals,General-Rank
Mx4rvViPh5wpEbGdrcN5Y29ycA,School districts,SchoolDistrict
Mx4rvVkDP5wpEbGdrcN5Y29ycA,Baseball teams,BaseballTeam
Mx4rx1ZbGssREdmAAAACs6hRjg,Victims,Victim-UnfortunatePerson
Mx4rvVj0S5wpEbGdrcN5Y29ycA,Religious buildings,ReligiousBuilding
Mx4rv-GMiJwpEbGdrcN5Y29ycA,Government ministers,Minister-Governmental
Mx4rwVAaWpwpEbGdrcN5Y29ycA,Forests,Forest
Mx4rwQxF25wpEbGdrcN5Y29ycA,Architects,Architect
Mx4rwQr1CJwpEbGdrcN5Y29ycA,Government buildings,GovernmentalBuilding
Mx4rwQwoLJwpEbGdrcN5Y29ycA,National parks,NationalPark
Mx4rvVimIZwpEbGdrcN5Y29ycA,Canadian people,CanadianPerson
Mx4rvVjqs5wpEbGdrcN5Y29ycA,Film directors,Director-Movie
Mx4rvViDMJwpEbGdrcN5Y29ycA,Caves,Cave
Mx4rvViVx5wpEbGdrcN5Y29ycA,Rules,CodeOfConduct
Mx4rvViTlZwpEbGdrcN5Y29ycA,Terrorist incidents,TerroristAct
Mx4rwPK8UJwpEbGdrcN5Y29ycA,Towers,Tower
Mx4rvVj5a5wpEbGdrcN5Y29ycA,Football teams,FootballTeam
Mx4rvVilOpwpEbGdrcN5Y29ycA,Families,Family-Human
Mx4rHJG1esr5EdmAAAACs6hRjg,Religious leaders,ReligiousLeader
Mx4rv_-aApwpEbGdrcN5Y29ycA,Blues,BluesMusic
Mx4rvWRPO5wpEbGdrcN5Y29ycA,Lighthouses,Lighthouse
Mx4rvVjkmJwpEbGdrcN5Y29ycA,Counties,County
Mx4rvVjrVZwpEbGdrcN5Y29ycA,Physicians,Doctor-Medical
Mx4rvVi1YJwpEbGdrcN5Y29ycA,Bays,Bay
Mx4rv8Cq9pwpEbGdrcN5Y29ycA,Government agencies,GovernmentAgency
Mx4rwO2abpwpEbGdrcN5Y29ycA,Tunnels,Tunnel
Mx4rvVjM45wpEbGdrcN5Y29ycA,Provinces,Province
Mx4rvVkBhpwpEbGdrcN5Y29ycA,Prime ministers,PrimeMinister-HeadOfGovernment
Mx4rv2v9cpwpEbGdrcN5Y29ycA,Knights,Knight
Mx4rvVkKGZwpEbGdrcN5Y29ycA,Valleys,Valley
Mx4rvVi5N5wpEbGdrcN5Y29ycA,Decades,CalendarDecade
Mx4rwNdapZwpEbGdrcN5Y29ycA,Record labels,RecordCompany
Mx4rvVkAuZwpEbGdrcN5Y29ycA,Recurring events,RepeatedEventType
Mx4rwQw1P5wpEbGdrcN5Y29ycA,French people,FrenchPerson
Mx4rvVkMGZwpEbGdrcN5Y29ycA,German people,GermanPerson
Mx4rvVj0_pwpEbGdrcN5Y29ycA,Waterfalls,Waterfall
Mx4rvVjzcZwpEbGdrcN5Y29ycA,Canals,Canal
Mx4rYsVwlKRoQdia1Lu4gBp0mg,Music venues,LiveMusicVenue-Organization
Mx4rwNhFvZwpEbGdrcN5Y29ycA,Economists,Economist
Mx4rvVjpbJwpEbGdrcN5Y29ycA,Palaces,PalaceBuilding
Mx4rwQBTwZwpEbGdrcN5Y29ycA,Buddhists,BuddhistPerson
Mx4rvViAaJwpEbGdrcN5Y29ycA,Cyclists,Cyclist
Mx4rvXaPgZwpEbGdrcN5Y29ycA,Mines,Mine-Weapon
Mx4rvViKZJwpEbGdrcN5Y29ycA,Publishing companies,PublishingCompany
Mx4rvVjvKZwpEbGdrcN5Y29ycA,Beaches,Beach
Mx4rvVjrTpwpEbGdrcN5Y29ycA,Soldiers,Soldier
Mx4rwQCWO5wpEbGdrcN5Y29ycA,Saints,Saint
Mx4rwTJaJpwpEbGdrcN5Y29ycA,Martial artists,MartialArtist
Mx4rbXHMfAnoEdqAAAACs0x8nw,Nature reserves,NatureReserve
Mx4rVUBaHCzZQdiJI60BYYtp2g,Referendums,Referendum
Mx4rv6i4pJwpEbGdrcN5Y29ycA,Singles,SingleRecording-CW
Mx4rwRY1FpwpEbGdrcN5Y29ycA,Tornadoes,TornadoAsEvent
Mx4rvVinB5wpEbGdrcN5Y29ycA,Basketball teams,BasketballTeam
Mx4rvWEbs5wpEbGdrcN5Y29ycA,Demographics,DemographicInformation
Mx4rvlAIgZwpEbGdrcN5Y29ycA,Communists,Communist
Mx4rvViIeZwpEbGdrcN5Y29ycA,Countries,Country
Mx4rwFXDRpwpEbGdrcN5Y29ycA,Earls,Earl
Mx4rvrL9TJwpEbGdrcN5Y29ycA,Figure skaters,FigureSkater
Mx8Ngh4rvW-_IZwpEbGdrcN5Y29ycB4rwQrsppwpEbGdrcN5Y29ycA,Guitarists,"[:PlayerOfInstrumentFn, :Guitar]"
Mx4rwQB8vpwpEbGdrcN5Y29ycA,Tanks,Tank-Vehicle
Mx4rvVjnNpwpEbGdrcN5Y29ycA,Kings,King-HeadOfState
Mx4rvhxFJZwpEbGdrcN5Y29ycA,Military operations,MilitaryOperation
Mx4rwQr1pJwpEbGdrcN5Y29ycA,Robots,Robot
Mx4rvVjgBJwpEbGdrcN5Y29ycA,Police officers,LawEnforcementOfficer
Mx4rwR_zXZwpEbGdrcN5Y29ycA,Monasteries,Monastery-Residence
Mx4rvgEUypwpEbGdrcN5Y29ycA,Hills,Hill
Mx4r7wQOfEeAEdaAAABQ2sS97g,Songwriters,Songwriter
Mx4rvVkFrJwpEbGdrcN5Y29ycA,Educators,Teacher
Mx4rv2Wq-ZwpEbGdrcN5Y29ycA,Surnames,HumanSurname
Mx4rEsaB7DM8QdmHQ4ahVg4Jxw,Civil servants,CivilServant
Mx4rgswEFm3OEdaAAACgye-oRQ,Regiments,Regiment-MilitaryEchelon
Mx4rvVjvXpwpEbGdrcN5Y29ycA,Manufacturing companies,ManufacturingCompany
Mx4rvusi7pwpEbGdrcN5Y29ycA,Princesses,Princess
Mx4rvVirVJwpEbGdrcN5Y29ycA,Christmas,ChristmasHoliday
Mx4rwTpyh5wpEbGdrcN5Y29ycA,Massacres,Massacre
Mx4ricIx-Bk3QdifDqwFbZVelw,Scholars,Scholar
Mx4rwUIIjpwpEbGdrcN5Y29ycA,Botanical gardens,BotanicalGarden
Mx4rv8FjPpwpEbGdrcN5Y29ycA,Drugs,DrugSubstance
Mx4rwLYiK5wpEbGdrcN5Y29ycA,Breeds,BiologicalSubspecies
Mx4rv-8VsZwpEbGdrcN5Y29ycA,Performing arts,PerformingArtActivity
Mx4rvVi18JwpEbGdrcN5Y29ycA,Novelists,Novelist
Mx4rvVi1P5wpEbGdrcN5Y29ycA,Amusement parks,AmusementPark
Mx4rvVjkrpwpEbGdrcN5Y29ycA,Words,LexicalWord
Mx4rv2dkzJwpEbGdrcN5Y29ycA,Protestants,ProtestantPerson
Mx4rwQBcFJwpEbGdrcN5Y29ycA,Zoos,ZooGrounds
Mx4rvVis3ZwpEbGdrcN5Y29ycA,Titles,Title
Mx4ryjTUsqrKEdqAAAAOpmP6tw,Headlands,Headland
Mx4rvVjIu5wpEbGdrcN5Y29ycA,Criminals,Criminal
Mx4rwIG-bpwpEbGdrcN5Y29ycA,Frigates,ModernFrigate
Mx4rwQr1N5wpEbGdrcN5Y29ycA,Courthouses,Courthouse
Mx4rvViQupwpEbGdrcN5Y29ycA,Flags,Flag
Mx4rv8ax-pwpEbGdrcN5Y29ycA,Marquesses,Marquess
Mx4rwQB3y5wpEbGdrcN5Y29ycA,Presidential candidates,PresidentialCandidate
Mx4rvVjzt5wpEbGdrcN5Y29ycA,Reservoirs,WaterReservoir
Mx4rvVi80ZwpEbGdrcN5Y29ycA,Stars,Star
Mx4rR2B2TguxT1WmHq9ttU8e_w,Badminton players,BadmintonPlayer
Mx4rvViZCZwpEbGdrcN5Y29ycA,Fungi,Fungus
Mx4rvViqTJwpEbGdrcN5Y29ycA,Photographers,Photographer
Mx4rvlU1HZwpEbGdrcN5Y29ycA,Golfers,Golfer
Mx4rvVjrCJwpEbGdrcN5Y29ycA,Deities,God
Mx4rvVigPpwpEbGdrcN5Y29ycA,Cathedrals,Cathedral
Mx4rvVivKZwpEbGdrcN5Y29ycA,Charities,CharitableDonation
Mx4rvVjhw5wpEbGdrcN5Y29ycA,Designers,Designer
Mx4rvVi3uJwpEbGdrcN5Y29ycA,Riots,Rioting
Mx4rVBSPbAZrQdiZ6MghUmb9tg,Hindu temples,HinduTemple
Mx4rvVjtnZwpEbGdrcN5Y29ycA,Stadiums,Stadium
Mx4rvViPJpwpEbGdrcN5Y29ycA,Peninsulas,Peninsula
Mx4rwByumpwpEbGdrcN5Y29ycA,Wrestlers,Wrestler
Mx4rwIt59JwpEbGdrcN5Y29ycA,Courts,Court-Judicial
Mx4rvh8GOpwpEbGdrcN5Y29ycA,Wetlands,WetlandRegion
Mx4rwQCSB5wpEbGdrcN5Y29ycA,Pianists,Pianist
Mx4rvVit8ZwpEbGdrcN5Y29ycA,Swimmers,Swimmer
Mx4rwPSHjJwpEbGdrcN5Y29ycA,Mountain passes,Pass-Geographical
Mx4rvViVX5wpEbGdrcN5Y29ycA,Swedish people,SwedishPerson
Mx4roKc-HvHhQdaBDNvSUEQyBg,Isotopes,Isotope
Mx4rvYGPqpwpEbGdrcN5Y29ycA,Archives,ArchiveHoldings
Mx4rvVisVJwpEbGdrcN5Y29ycA,Italian people,ItalianPerson
Mx4rwJJkBpwpEbGdrcN5Y29ycA,Rock musicians,RockMusician
Mx4rNn51XLWUEd2AAAAhm0vLxw,Film festivals,FilmFestival
Mx4rwQCY1pwpEbGdrcN5Y29ycA,Battleships,Battleship
Mx4r4rIu8is8EdiUgAAH6RYvSQ,Beauty pageants,BeautyPageant
Mx4rv2JAepwpEbGdrcN5Y29ycA,Publishers,PublishingOrganization
Mx4rwQCNdpwpEbGdrcN5Y29ycA,Astronomical observatories,AstronomicalObservatory
Mx4rvVjp6ZwpEbGdrcN5Y29ycA,Business schools,BusinessSchool
Mx4rT2uByCTVQdeVZZaE0030Zg,Airfields,Airfield
Mx4rvgDGwJwpEbGdrcN5Y29ycA,Buddhist temples,BuddhistTemple
Mx4rvVkB15wpEbGdrcN5Y29ycA,Mathematicians,Mathematician
Mx4rzQXDcip_QdiIBoeuUEmDxA,Rappers,Rapper
Mx4rwPubLZwpEbGdrcN5Y29ycA,Indoor arenas,Stadium-Indoor
Mx4rvViNQZwpEbGdrcN5Y29ycA,Educational institutions,EducationalOrganization
Mx4rvViyzZwpEbGdrcN5Y29ycA,Communist parties,CommunistParty
Mx4rvVi7HpwpEbGdrcN5Y29ycA,English people,EnglishPerson
Mx4rW7nvfrgqEdmAAAACs0x8nw,Arrondissements,Arrondissement
Mx4rvViQHpwpEbGdrcN5Y29ycA,Gymnasts,Gymnast
Mx4rvVjgjJwpEbGdrcN5Y29ycA,Dancers,Dancer-Performer
Mx4rvViNRpwpEbGdrcN5Y29ycA,Dutch people,DutchPerson
Mx4rJVWDE7ZqEdmFRAACs6hRjg,Fires,Fire-CombustionProcess
Mx8NhB4rvcD6KJwpEbGdrcN5Y29ycB4rvViAkpwpEbGdrcN5Y29ycB4rdzoMHJmWEdaAAAACs1uxFx4rvViIeZwpEbGdrcN5Y29ycA,Immigrants,"[:SubcollectionOfWithRelationFromTypeFn, :Person, :immigrant, :Country]"
Mx4rvgD8xJwpEbGdrcN5Y29ycA,Glaciers,Glacier
Mx4rvVjyMJwpEbGdrcN5Y29ycA,Reptiles,Reptile
Mx4r7k80XssQEdmAAAACs6hRjg,Routes,TravelRoute
Mx4rwNcrupwpEbGdrcN5Y29ycA,Barons,Baron
Mx4rvgHzmJwpEbGdrcN5Y29ycA,Nuns,Nun
Mx8Ngh4rwBtg95wpEbGdrcN5Y29ycB4rvkshiJwpEbGdrcN5Y29ycA,Feminists,"[:BelieverFn, :Feminism]"
Mx4rwKrQNpwpEbGdrcN5Y29ycA,Symbols,SymbolicThing
Mx4rvXFBK5wpEbGdrcN5Y29ycA,Ruins,RuinedArtifact
Mx4rwQwW0ZwpEbGdrcN5Y29ycA,Temples,Temple
Mx4rvgD1_JwpEbGdrcN5Y29ycA,Russian people,RussianPerson
Mx4rvVjylZwpEbGdrcN5Y29ycA,Capitals,CapitalCityOfRegion
Mx4rvgESBJwpEbGdrcN5Y29ycA,Springs,Spring-WaterSource
Mx4rVylQ3r7qQdeO3dd51Ybqhw,Metropolitan areas,MetropolitanArea
Mx4rv1UvdZwpEbGdrcN5Y29ycA,Murderers,Murderer
Mx4rvVkFYZwpEbGdrcN5Y29ycA,Explorers,Explorer
Mx4rvVic85wpEbGdrcN5Y29ycA,Sailors,CrewMemberOnShip
Mx4rwOcFjJwpEbGdrcN5Y29ycA,Duchesses,Duchess
Mx4rvViptZwpEbGdrcN5Y29ycA,Holidays,Holiday
Mx4rwQFCFMr_EdmAAAACs6hRjg,Aviators,Aviator
Mx4rLHi5MCBjEdiNYwACs6hnlQ,Missionaries,Missionary
Mx4rvssetJwpEbGdrcN5Y29ycA,Film producers,Producer-Movie
Mx4rvVi-bpwpEbGdrcN5Y29ycA,Mexican people,MexicanPerson
Mx4rvWh8GJwpEbGdrcN5Y29ycA,Gangs,Gang
Mx4rvVigDpwpEbGdrcN5Y29ycA,Firearms,Gun-Portable
Mx4rwQBwwpwpEbGdrcN5Y29ycA,Catholic priests,CatholicPriest
Mx4rvVjkAJwpEbGdrcN5Y29ycA,Middle schools,MiddleSchool
Mx4rvVii2ZwpEbGdrcN5Y29ycA,Occupations,PersonTypeByOccupation
Mx4rvVjO95wpEbGdrcN5Y29ycA,Protests,PublicProtesting
Mx4rvVj8RpwpEbGdrcN5Y29ycA,Spanish people,SpanishPerson
